id	output
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x1e639cefe3bc28068f6a5b9c480ba77b566db18351d4bac5a6f382372261d254"}	[{"salt": "89", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -243720, "tickUpper": -242640, "liquidityDelta": "-5193307025789356"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x356582c715623b6b89bde14ace89e5985247c78daf7d04e50cbb7da5b6ef1f11"}	[{"salt": "88", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -243720, "tickUpper": -242640, "liquidityDelta": "-19960438652786130"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x8875c0e72f06b3c11c977995746de445625f6b73fd11f87bea76e3362980dac6"}	[{"salt": "87", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -243720, "tickUpper": -242640, "liquidityDelta": "-4329050620973999"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x564dc18152271f7302019e677c19f309ec0ee3b893922f22a0081a0629aa46e0"}	[{"salt": "91", "amount0": "186894524169614", "amount1": "7403", "ordinal": 0, "tickLower": -243550, "tickUpper": -240890, "liquidityDelta": "-110358780979367"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x0213a008c9788ca3a93a92109128c2c33dbabc69549ba73ba885adb02540e17d"}	[{"salt": "55", "amount0": "94057089051641499", "amount1": "2492255", "ordinal": 0, "tickLower": -244050, "tickUpper": -239690, "liquidityDelta": "0"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x03636b45c32c95e09d886574b3bc68282cfbe2a0b0a00f644e4cad6057928055"}	[{"salt": "17", "amount0": "10412683", "amount1": "279664", "ordinal": 0, "tickLower": -36000, "tickUpper": -33600, "liquidityDelta": "-1823189752"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x4e8c38a2217beff8a018bed39fd4596daa329c48af02dc0f01c57a4fa7d0b24b"}	[{"salt": "97", "amount0": "0", "amount1": "8957502586076204", "ordinal": 0, "tickLower": -203, "tickUpper": 5481, "liquidityDelta": "-548596780106560502631"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0xec33ba6def21a8cceb42c2530aaba3e7b1887c42a1bd32b6aeedd17c46b3d936"}	[{"salt": "92", "amount0": "2031441744097378", "amount1": "53936", "ordinal": 0, "tickLower": -243630, "tickUpper": -241710, "liquidityDelta": "-492966917493306"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x3284d799bacb7436ff22f5e346c213a709696bd5158bad92bfcb96d4c2602339"}	[{"salt": "25", "amount0": "12739031626604907", "amount1": "330170", "ordinal": 0, "tickLower": -245410, "tickUpper": -239430, "liquidityDelta": "0"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x56d0ffc65bd948dca753ec40c615f0ec367edcd4cb1d16a87376525cb13a9110"}	[{"salt": "103", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -35800, "tickUpper": -35000, "liquidityDelta": "-228219115827"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0xeb19b5b1ceddfc90b7e2ae5c8692686912ef387aab566cf2c6b17f0b63ec8850"}	[{"salt": "104", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -887200, "tickUpper": 887200, "liquidityDelta": "396468797"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x931a19a443371d56efeb73c6d9f2ab167156489a5c7a770c575ca563b4666ccb"}	[{"salt": "28", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": 238200, "tickUpper": 244600, "liquidityDelta": "-652274563745102423"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x83cae4f75d68efe82372bc3a1f5487801befa87ded3a95da2a55be249aa61bc4"}	[{"salt": "100", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -315400, "tickUpper": -310400, "liquidityDelta": "-703498902098"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x00b5a0430e767c0cf08b8134c894a90fe0f6c456acbebd7fbe54c31b0d1b666b"}	[{"salt": "109", "amount0": "40960", "amount1": "21322466594464777297", "ordinal": 0, "tickLower": 307600, "tickUpper": 314400, "liquidityDelta": "-999494170138154"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x12e89206909eb81907824add0cab316c1501e683082c7fb26b105c50a46d147d"}	[{"salt": "27", "amount0": "54473", "amount1": "10025327794787116964", "ordinal": 0, "tickLower": -887200, "tickUpper": 887200, "liquidityDelta": "-54"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0xa63e5ef266a449caac8a69acab6ef76373236dc873762bac781951fb6446c7ad"}	[{"salt": "108", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -314200, "tickUpper": -311600, "liquidityDelta": "-425763386265"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x1783a3083d81449cfd4c32255c7db02fc67c7ecebdadda454ca210c3d5b90492"}	[{"salt": "99", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -240480, "tickUpper": -238920, "liquidityDelta": "-399970449791188"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0xa72ddb564759447a79b134364bfc50dc070bbfb9d584f8b3666d6c73e13651ed"}	[{"salt": "104", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -887200, "tickUpper": 887200, "liquidityDelta": "-4403147253"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x9b894bdc1a09199d5b570c04fb7205d5100d72545669944cf56eacfaf2a93ec4"}	[{"salt": "105", "amount0": "4841789508962677", "amount1": "113120", "ordinal": 0, "tickLower": -244130, "tickUpper": -239430, "liquidityDelta": "-992069776442350"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x77012dd685999072e17426eabb5dc013ba102a3853bb417bba8cf5a59342ecea"}	[{"salt": "111", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -244850, "tickUpper": -242040, "liquidityDelta": "19606475021601"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x02bf8cde1926b17dc58474d945c0684329d710e7f4d38e6dd5b31d8eb1338177"}	[{"salt": "111", "amount0": "0", "amount1": "407", "ordinal": 0, "tickLower": -244850, "tickUpper": -242040, "liquidityDelta": "2518778148998"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x71da701fdcdb931dcdbcb176ca00f2a03244b0b2fef5830a2141ad65da5745e4"}	[{"salt": "111", "amount0": "120004461631448", "amount1": "5626", "ordinal": 0, "tickLower": -244850, "tickUpper": -242040, "liquidityDelta": "-193242513799532"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0xc6ee442016ba888a15273003fa61a61320d76b35d4e8f12b2bb5576aabaa727b"}	[{"salt": "112", "amount0": "0", "amount1": "935", "ordinal": 0, "tickLower": -253300, "tickUpper": -231900, "liquidityDelta": "2091535888728"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0xae0f44d31bd942597395fd059af6d46d135a4481010b4f4225c0f5f53d799edb"}	[{"salt": "90", "amount0": "6785555775775902", "amount1": "160943", "ordinal": 0, "tickLower": -245190, "tickUpper": -236620, "liquidityDelta": "0"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x67b4531f792e5ec94bcf461b348b4f9730e58d95df250c3bcec6af9935b6bc6c"}	[{"salt": "90", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -245190, "tickUpper": -236620, "liquidityDelta": "-151776296991199"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x255774e69ec6a010d10ba010501fbb837a2f47cb6535239acbe13e64b40c030f"}	[{"salt": "102", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -886800, "tickUpper": 886800, "liquidityDelta": "-2473607286868"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x9076d16d6acda840d1682868d627ba9a4e2b1d2ce125c047acc954321d67405d"}	[{"salt": "65", "amount0": "1", "amount1": "1056243318733068", "ordinal": 0, "tickLower": 276320, "tickUpper": 276330, "liquidityDelta": "-12012254424473128170"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x0a5d08ca9872e5ea425f42820291ad908de385d44b9ae167176a4467219180b1"}	[{"salt": "114", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -887200, "tickUpper": 887200, "liquidityDelta": "-2967825216130"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0xdf2be426eb7dd9f8ee33531bfe040b555fb04c93803a86c1d3c3762b926b84be"}	[{"salt": "98", "amount0": "2224194216047953", "amount1": "57242", "ordinal": 0, "tickLower": -243880, "tickUpper": -243160, "liquidityDelta": "-1260297878219639"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0xf2d6926cc9305bcf73e768536c75ad2b6c6315987c05af08ee183bb17d7de65f"}	[{"salt": "116", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -887220, "tickUpper": 887220, "liquidityDelta": "208113170430"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x828b5fd7fee2a0de56bceee0f2d90021590c04186c51fd3d1c8360d47778157b"}	[{"salt": "113", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -887000, "tickUpper": 887000, "liquidityDelta": "-601388869"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x4f960250d5927a2c1efd17d94f292bbdddf97a1bebd2ebfd3396804ffbcb484e"}	[{"salt": "96", "amount0": "5558947", "amount1": "67894", "ordinal": 0, "tickLower": -36200, "tickUpper": -35800, "liquidityDelta": "44692300830"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0xe602a50b87d1881d7f19c04eb565fbf22cac0bbbaa93f2ec6724ba20aeaffdaa"}	[{"salt": "117", "amount0": "402068882166245", "amount1": "9700", "ordinal": 0, "tickLower": -244530, "tickUpper": -243180, "liquidityDelta": "-270370127203148"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0xb5d1719261ca44cd445b5cdfd7b724338635fb46d88b7d826652ae79d5d1c963"}	[{"salt": "119", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": 214200, "tickUpper": 220000, "liquidityDelta": "-411972823401944"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x86b68e23a4f671a1b19f3535bb3d56c37718115bb4cb7ec550916b31c4bb3255"}	[{"salt": "107", "amount0": "8529066870810144", "amount1": "146883", "ordinal": 0, "tickLower": -244740, "tickUpper": -242940, "liquidityDelta": "0"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x627217a258f0da883bae587244c6ae7039ec42ed90c01adb14e0ecf40a250c8c"}	[{"salt": "107", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -244740, "tickUpper": -242940, "liquidityDelta": "22544419173194"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x06c1bf07f979ffc95bfb0e9836c73bf3e43cb6be24024190c33812b948add38e"}	[{"salt": "107", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -244740, "tickUpper": -242940, "liquidityDelta": "250128124268302"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0xa856e0621b9918ac9e0dcf2d94599788852ff34987b9940096f6ecd20f0f84d0"}	[{"salt": "107", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -244740, "tickUpper": -242940, "liquidityDelta": "1070859910726759"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x94b08729f0761438aac3de62a577643d0c6cc37bb43a9fff1d481c71338bd821"}	[{"salt": "107", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -244740, "tickUpper": -242940, "liquidityDelta": "45785241710715"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0xf3ab14f48cd79603fe904c1cb7933928d8c2009b0af444ccf5899837e75461ae"}	[{"salt": "115", "amount0": "719149408923129", "amount1": "6985870947458607012", "ordinal": 0, "tickLower": -887200, "tickUpper": 887200, "liquidityDelta": "-7581835360928778898"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0xe5393272d7dce4dfc601c1c032ef60c9fb064e095fb098da6d6eaa3bc358cfb3"}	[{"salt": "115", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -887200, "tickUpper": 887200, "liquidityDelta": "-2527278453642926300"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x867c4f9981c1eeb9b1e9cd10c09799b517e1ed7e1a3781c4687f4ed3ebd0682a"}	[{"salt": "104", "amount0": "0", "amount1": "12703", "ordinal": 0, "tickLower": -887200, "tickUpper": 887200, "liquidityDelta": "-4403147253"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0xbdb0da96d928ac98fb9fa944339db4b10e925f71395bb82b2b4f62385065749a"}	[{"salt": "122", "amount0": "134376262006579", "amount1": "10656", "ordinal": 0, "tickLower": -244620, "tickUpper": -237610, "liquidityDelta": "0"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x121f2a22a750d6d3a966e7636ebeb6a8ed53efef1257ab2d48a58dcd6327e07d"}	[{"salt": "122", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -244620, "tickUpper": -237610, "liquidityDelta": "-1029944433381522"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x2f2d401f5471b91acc19d133c17d752d35bc96f0e267e3f1dcf428236a9a4bfc"}	[{"salt": "43", "amount0": "8357440033788701957877", "amount1": "1387814578394655943", "ordinal": 0, "tickLower": -100800, "tickUpper": -54800, "liquidityDelta": "-2165406581724290745020"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x19adff7b3a720b3dc32821d142fa6744a53540aca0dcdf75b54a9d1d399f5aaa"}	[{"salt": "121", "amount0": "1780157878996777", "amount1": "21022638623945076144", "ordinal": 0, "tickLower": 92120, "tickUpper": 93240, "liquidityDelta": "-69020805930492306084"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x5e3500b7885574f75853fb02c3d2cf38f37f51a3a96e1947dacee2dacc3e9c7b"}	[{"salt": "120", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -71400, "tickUpper": 887200, "liquidityDelta": "-12839240585350965402"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x8b7102ffad88ae0d93f134fb1ba6d5826b3f7dafcdd9000aead5501b0383d6a2"}	[{"salt": "127", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -88050, "tickUpper": 0, "liquidityDelta": "3749969616106694"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x1c513e3dda56f78339722e115d71ed05afd20af9db2b4d74408565fcb98da356"}	[{"salt": "132", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": 68700, "tickUpper": 69300, "liquidityDelta": "9587092"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x1fa477255c181c0f616b9e96823fa84ce1abd81f5be32da7ec5f792de43881c1"}	[{"salt": "133", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": 229400, "tickUpper": 236400, "liquidityDelta": "-872854933442911284"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x73821bf6c90246e9b63d3013dc3cfd8edd068feb0385eafb0a86dca73a49e896"}	[{"salt": "134", "amount0": "0", "amount1": "2240576268628254916", "ordinal": 0, "tickLower": -887200, "tickUpper": 887200, "liquidityDelta": "-67403251860787"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x3921cb811599d64503a490b3df14c2d6d3f8c96639fe0a04fb902aeb95a7cc13"}	[{"salt": "135", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -244950, "tickUpper": -243000, "liquidityDelta": "108255847012571"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x45172a05c4b999ae4f0f397c845d209b93ebde991bd567464c6620a683ca1825"}	[{"salt": "135", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -244950, "tickUpper": -243000, "liquidityDelta": "-209429535809367"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x878191ac1c90a72aacdd31e1930bd20177fa6e5f0b95c31dc46b8946c574acdb"}	[{"salt": "132", "amount0": "0", "amount1": "4370", "ordinal": 0, "tickLower": 68700, "tickUpper": 69300, "liquidityDelta": "7556322"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0xc308c5a07d624dffb45a29e3d528ebfe6444f6ac4663db6db9d1c7f32d318f59"}	[{"salt": "132", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": 68700, "tickUpper": 69300, "liquidityDelta": "-26290559"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x1edd67446bc305ef50e8006dd7e8555ddef8806147747b06552146da394b989c"}	[{"salt": "138", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -887220, "tickUpper": 887220, "liquidityDelta": "79452407455"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x9d25da782ce1bac1555c6521944f0e7012d560afa09166046086dcc9fe06bb47"}	[{"salt": "121", "amount0": "478679426454677", "amount1": "3682857082835384114", "ordinal": 0, "tickLower": 92120, "tickUpper": 93240, "liquidityDelta": "-21856588544655896927"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x006b1382dc78d4524931ed940f0755f571915562884e03d58a0e8b8b98a69346"}	[{"salt": "136", "amount0": "1369214721252991", "amount1": "0", "ordinal": 0, "tickLower": -29400, "tickUpper": -24800, "liquidityDelta": "375010757175596841"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x2e5be7ac41af04c35e3ef82c3969c233a85fe8256cf48b0a1da495a089aee999"}	[{"salt": "136", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -29400, "tickUpper": -24800, "liquidityDelta": "830257117228752893"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0xfd3ea9020b9bcf86a0bbc8dc49fbc617ddad1f5c0015244bc76ec6d64404ee5a"}	[{"salt": "140", "amount0": "236523291868778", "amount1": "0", "ordinal": 0, "tickLower": 92400, "tickUpper": 93600, "liquidityDelta": "-61087592154914095865"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x3124e69e2df5227b2b82464d932531184d1f4422fd7338a21d7c9f0a5c56f392"}	[{"salt": "43", "amount0": "344418211923340302127", "amount1": "52947046534605031", "ordinal": 0, "tickLower": -100800, "tickUpper": -54800, "liquidityDelta": "-2165406581724290745020"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x2dee09b2ef8378a131ae2201f23a7cdb4d51eb7039ec32413a0b716942c90598"}	[{"salt": "93", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -243420, "tickUpper": -242640, "liquidityDelta": "-5764526007857000"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0xcce29416d27152ceb0cc140833b0f527d2f035846c9852c10eb764e9f7665542"}	[{"salt": "94", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -243420, "tickUpper": -242640, "liquidityDelta": "-26621136558023516"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x934c8e369f0c413f9a796c9ebdfd956c98aa99730011ca33bc9fcbbfc0c0a0a6"}	[{"salt": "95", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -243420, "tickUpper": -242640, "liquidityDelta": "-6929624096401541"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0xffaaba09bfa19e467feeb31ea00a1d99955afafc6a1f37c37df6a14fef2c4989"}	[{"salt": "142", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -246360, "tickUpper": -240780, "liquidityDelta": "-5855879199076"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0xb4644823985a6a385fd57d267336531c8d94104dda260ecb3246040393b731a5"}	[{"salt": "146", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": 20160, "tickUpper": 22020, "liquidityDelta": "-68906385867005562609"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0xf60bdbc3b57fead6216920a4c63bfcb75c80a80db0cc1dd34abc7cc888620b2f"}	[{"salt": "55", "amount0": "36856661924610301", "amount1": "888769", "ordinal": 0, "tickLower": -244050, "tickUpper": -239690, "liquidityDelta": "0"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0xffb2f5f98abe01e86db67ecf8ac7597af98084d84dfbc5280bd22977af112e04"}	[{"salt": "136", "amount0": "3377303709738438", "amount1": "368814356271032", "ordinal": 0, "tickLower": -29400, "tickUpper": -24800, "liquidityDelta": "0"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x85c9460f94e073e3382419b473c7f81db0176758137c63dc999f0d50e8f25aa9"}	[{"salt": "136", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -29400, "tickUpper": -24800, "liquidityDelta": "-1606023653210053395"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0xa378ecdc95c83415bc30c840771edc3bfbc65d337cc4c3fbafde3732aff55979"}	[{"salt": "127", "amount0": "24910358802488", "amount1": "265024559563", "ordinal": 0, "tickLower": -88050, "tickUpper": 0, "liquidityDelta": "-220571728400192854"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0xdc81d85e0f6efdf89148dd9dd5aab7f776bc5943724b61a6fb8f5724345112bb"}	[{"salt": "107", "amount0": "122597334642956817", "amount1": "3257008", "ordinal": 0, "tickLower": -244740, "tickUpper": -242940, "liquidityDelta": "0"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0xe26059b5237ead0efae84d3f47bf6863b65028c9d1483a8c888e950effeea6a5"}	[{"salt": "107", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -244740, "tickUpper": -242940, "liquidityDelta": "77124182598950"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x94403b8974a4c1249356ce43deaa43f5c7e88e86cf1740288cfa17acc8a3c385"}	[{"salt": "124", "amount0": "2168", "amount1": "459286803679263892", "ordinal": 0, "tickLower": 319800, "tickUpper": 324600, "liquidityDelta": "-32934215481278"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x0b3827f21cba553f8322e7560e3a73b138f6446026267b596307d49bcf85ffe4"}	[{"salt": "116", "amount0": "195604342999523", "amount1": "7", "ordinal": 0, "tickLower": -887220, "tickUpper": 887220, "liquidityDelta": "37281687103"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x3a557ae8e59d054599483ce36742acfe7f428a734816c18df18f19afc510d82f"}	[{"salt": "106", "amount0": "7149016449508180", "amount1": "174470", "ordinal": 0, "tickLower": -244970, "tickUpper": -242310, "liquidityDelta": "0"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x9543a9df36fe099b500f458214dae75b218f01e53006f8b0ea94815c3774e67d"}	[{"salt": "106", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -244970, "tickUpper": -242310, "liquidityDelta": "-82591867306587"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x232dedba8fec0a217d739b1428775058dc81eeb9ac15f09286dc09511df4001a"}	[{"salt": "125", "amount0": "0", "amount1": "73994975196762416358", "ordinal": 0, "tickLower": -886000, "tickUpper": 886000, "liquidityDelta": "-162985751445750"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0xf514f3f9daa3253d66888a1ab53dcea296d5c4ac11c85150e51dd0e00bffdca7"}	[{"salt": "25", "amount0": "10164890182928429", "amount1": "253575", "ordinal": 0, "tickLower": -245410, "tickUpper": -239430, "liquidityDelta": "0"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x1c20613735b4c5db23b04e4774dd2ce393d4b3c7a22db87d7f9f76491f8b7448"}	[{"salt": "147", "amount0": "2800852586399098", "amount1": "0", "ordinal": 0, "tickLower": -887220, "tickUpper": 887220, "liquidityDelta": "-3836923365791769649"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x6cdb28c1bee270112b921a3f059f390560fd83636e37b4376952d35dfe108934"}	[{"salt": "144", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": 0, "tickUpper": 5600, "liquidityDelta": "-1457440934492750222"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x922cff9a5f3b12699d71e11fba05b07e272997a12b5b9eeff2f9cc41edd6b69a"}	[{"salt": "85", "amount0": "83771222070", "amount1": "2", "ordinal": 0, "tickLower": -887220, "tickUpper": 887220, "liquidityDelta": "0"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0xe6446cda55caa3320feb815617f5f1ade7271503b1c64a5aa652a5c4809810d5"}	[{"salt": "150", "amount0": "40824638124061", "amount1": "682", "ordinal": 0, "tickLower": -887270, "tickUpper": 887270, "liquidityDelta": "-5123346477188"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x5e86c35add58858bddc061611ff22e67074d7a700e53e85ff7785309d5e8c20a"}	[{"salt": "155", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -887220, "tickUpper": 887220, "liquidityDelta": "-1008534751"}]
{"poolManager":"0x06380c0e0912312b5150364b9dc4542ba0dbbc85","txHash":"0x2a9d5ded8378c225274b2ee450660d200c93d2a11287c31e43705598b1951145"}	[{"salt": "155", "amount0": "0", "amount1": "0", "ordinal": 0, "tickLower": -887220, "tickUpper": 887220, "liquidityDelta": "49418202"}]
